Breed,Color,Gender,Age,AdoptionLikelihood
Anatol Shepherd/Great Pyrenees,Sable/White,Intact Male,0,0
Chinese Sharpei/American Bulldog,White,Intact Male,3,0
Labrador Retriever Mix,Black/Black,Intact Male,8,0
Labrador Retriever Mix,Tan,Spayed Female,3,1
Pit Bull Mix,White/Brown Brindle,Neutered Male,2,1
Labrador Retriever Mix,Yellow,Spayed Female,2,1
Pit Bull/Labrador Retriever,Black/White,Spayed Female,1,1
Pointer/Labrador Retriever,White/Brown,Neutered Male,3,0
Staffordshire Mix,Tan/White,Neutered Male,1,1
Boxer/Labrador Retriever,Brown Brindle,Intact Female,1,0
Pointer/Pit Bull,White/Red,Neutered Male,4,1
Maltese Mix,White,Neutered Male,10,0
Norfolk Terrier,Black/White,Neutered Male,2,1
Pekingese Mix,Brown/Black,Intact Female,0,0
Chihuahua Shorthair Mix,Tricolor,Neutered Male,1,0
Catahoula Mix,Brown Merle,Neutered Male,1,1
American Bulldog Mix,Black/White,Neutered Male,2,0
Doberman Pinsch Mix,Black/Tan,Intact Male,6,0
Pit Bull Mix,White/Brown,Spayed Female,2,1
Chinese Sharpei Mix,Tricolor,Neutered Male,0,1
Great Pyrenees Mix,White,Neutered Male,1,0
Chihuahua Shorthair Mix,Tricolor,Neutered Male,0,1
Pit Bull Mix,White,Spayed Female,3,1
Australian Kelpie Mix,Black/Tricolor,Spayed Female,1,0
Rottweiler/Blue Lacy,Blue/Tan,Spayed Female,2,1
English Shepherd Mix,Black/Brown,Spayed Female,7,1
Golden Retriever/Border Collie,Gold/Cream,Neutered Male,0,1
Pit Bull Mix,Blue/White,Intact Male,1,1
Dachshund Mix,Brown Brindle,Spayed Female,7,1
American Staffordshire Terrier Mix,White/Blue,Spayed Female,1,0
Golden Retriever Mix,Gold,Neutered Male,7,0
Catahoula Mix,Blue Merle/Tricolor,Neutered Male,4,1
Labrador Retriever/Boxer,Tan/White,Spayed Female,0,1
Pit Bull,Black/White,Neutered Male,0,1
Pit Bull Mix,Buff/White,Spayed Female,2,1
Chinese Sharpei Mix,Brown Brindle/White,Neutered Male,2,1
American Bulldog,White/Brown,Intact Male,9,0
Australian Kelpie Mix,Sable,Spayed Female,1,1
Miniature Poodle/Italian Greyhound,Gray,Neutered Male,3,1
Carolina Dog/Chihuahua Shorthair,White/Cream,Spayed Female,4,1
Pointer Mix,White/Brown,Spayed Female,1,1
Labrador Retriever Mix,Tricolor,Spayed Female,0,1
Pointer Mix,Fawn,Neutered Male,0,1
Chihuahua Shorthair Mix,Black/Black,Intact Female,2,0
Cairn Terrier/Chihuahua Shorthair,Tan,Intact Female,2,0
Dachshund,Red,Spayed Female,10,1
Chihuahua Shorthair Mix,Brown,Intact Female,0,0
Cairn Terrier Mix,Cream/White,Neutered Male,1,1
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Pointer/Border Collie,Black/White,Neutered Male,0,1
Miniature Poodle Mix,White/Tan,Unknown,0,0
German Shepherd,Black/Brown,Neutered Male,0,1
Chihuahua Shorthair Mix,White/Brown,Spayed Female,0,1
Labrador Retriever Mix,Yellow/White,Intact Female,3,0
German Shepherd Mix,Sable,Spayed Female,2,1
Chihuahua Shorthair/Dachshund,Brown,Spayed Female,0,1
Border Terrier Mix,Tan,Neutered Male,0,1
German Shepherd/Labrador Retriever,White/Tan,Neutered Male,0,1
Miniature Schnauzer/Miniature Poodle,White,Neutered Male,2,1
Labrador Retriever/Border Collie,Black/White,Intact Male,0,0
Cardigan Welsh Corgi Mix,Black/White,Neutered Male,2,1
Chihuahua Shorthair Mix,Brown,Neutered Male,0,1
Miniature Poodle,White,Spayed Female,2,1
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Carolina Dog Mix,Red,Spayed Female,2,1
Staffordshire Mix,Black/White,Intact Male,1,0
Chihuahua Shorthair,Black/White,Spayed Female,0,1
Rottweiler Mix,Black/Brown,Spayed Female,2,1
Labrador Retriever Mix,Black,Spayed Female,10,0
German Shepherd,Sable,Neutered Male,6,1
Boxer Mix,Sable/White,Spayed Female,5,1
Chihuahua Shorthair Mix,Black/White,Intact Female,7,0
Dachshund Mix,White/Red,Spayed Female,0,1
American Pit Bull Terrier Mix,White/Brown,Spayed Female,2,0
Labrador Retriever Mix,Chocolate/White,Neutered Male,5,0
Chihuahua Shorthair,Cream,Spayed Female,8,0
Pomeranian Mix,Buff,Neutered Male,7,0
German Shepherd,Black,Neutered Male,0,1
Standard Schnauzer Mix,Cream,Spayed Female,3,1
Labrador Retriever Mix,Black/White,Intact Male,0,0
Chihuahua Shorthair,Black,Spayed Female,2,1
Queensland Heeler Mix,White/Black,Spayed Female,8,1
Pit Bull Mix,Blue/White,Spayed Female,1,1
German Shepherd Mix,Black/Brown,Spayed Female,0,1
Pointer Mix,Black/White,Spayed Female,2,1
Border Collie/Labrador Retriever,Black/White,Neutered Male,2,1
Miniature Schnauzer/Yorkshire Terrier,Tan,Neutered Male,1,0
Labrador Retriever/Irish Setter,Black,Neutered Male,1,1
German Shepherd Mix,Tan/Black,Neutered Male,0,1
Cairn Terrier Mix,Buff,Neutered Male,0,1
Dachshund/Pomeranian,Red Merle/White,Spayed Female,5,1
Boston Terrier Mix,Black/White,Spayed Female,5,1
Maltese/Miniature Poodle,White,Neutered Male,3,1
Pointer Mix,White/Black,Spayed Female,0,0
Miniature Poodle Mix,Chocolate/White,Neutered Male,4,1
Chow Chow Mix,Brown,Intact Female,0,0
Chihuahua Shorthair,White/Black,Spayed Female,2,1
Chihuahua Shorthair Mix,White,Neutered Male,0,1
Labrador Retriever/Pit Bull,Brown/White,Spayed Female,0,1
Chihuahua Shorthair Mix,Tan,Spayed Female,0,0
German Shepherd,Black/Brown,Spayed Female,2,1
Beagle Mix,Tricolor,Neutered Male,0,0
American Bulldog/Labrador Retriever,White/Black,Neutered Male,2,1
Rat Terrier/Chihuahua Shorthair,Tricolor,Spayed Female,7,1
Chihuahua Shorthair,Brown/Tan,Intact Female,3,0
Australian Shepherd Mix,Brown,Intact Female,0,0
Staffordshire/Labrador Retriever,Black/White,Neutered Male,1,1
Labrador Retriever/German Shepherd,Black/White,Intact Female,0,0
Pit Bull,Blue,Neutered Male,10,1
Pit Bull Mix,White/Black,Intact Female,2,0
Shih Tzu Mix,Black/White,Intact Male,1,0
German Shepherd Mix,Brown/Black,Spayed Female,0,1
Dachshund Mix,Tan/White,Neutered Male,6,1
Plott Hound Mix,Brown Brindle/White,Spayed Female,1,0
Pit Bull Mix,Black/White,Intact Male,0,0
German Shepherd Mix,Black/Brown,Spayed Female,1,0
Siberian Husky Mix,Black/White,Neutered Male,1,1
Chihuahua Shorthair Mix,Tan/White,Spayed Female,2,0
Chihuahua Shorthair Mix,Brown/Black,Neutered Male,4,0
Rottweiler Mix,Black/Tan,Spayed Female,0,1
Dachshund,Black/White,Neutered Male,0,1
Labrador Retriever Mix,Brown,Spayed Female,0,1
Australian Kelpie Mix,Black Brindle/White,Neutered Male,2,1
Labrador Retriever/German Shepherd,Black/White,Spayed Female,0,1
Chihuahua Shorthair Mix,Red,Neutered Male,3,0
Pit Bull Mix,Brown/White,Spayed Female,1,1
Miniature Poodle Mix,White/Buff,Neutered Male,1,1
Great Pyrenees/Labrador Retriever,White,Intact Female,6,0
Pit Bull,Red/White,Spayed Female,1,1
Chihuahua Shorthair Mix,White/Black,Intact Male,12,1
Pit Bull Mix,Brown/Black,Spayed Female,0,1
Miniature Poodle,Tan,Neutered Male,5,1
Boxer Mix,Brown/White,Intact Female,8,0
Labrador Retriever Mix,Red,Neutered Male,0,1
Miniature Poodle Mix,White,Neutered Male,1,1
Queensland Heeler,Red/White,Neutered Male,1,1
Labrador Retriever Mix,Brown/White,Intact Female,1,0
Cocker Spaniel/Labrador Retriever,Gold,Spayed Female,4,0
Labrador Retriever/Rat Terrier,Black/White,Neutered Male,0,1
Chihuahua Shorthair Mix,Brown/White,Neutered Male,1,1
Labrador Retriever,White,Spayed Female,0,1
Plott Hound/Labrador Retriever,Black Brindle/White,Neutered Male,1,1
Pit Bull Mix,Brown/White,Neutered Male,0,1
German Shepherd Mix,Tan/Black,Neutered Male,1,1
Pointer Mix,Black/White,Intact Male,0,0
Labrador Retriever,White/Tan,Intact Female,2,0
Pit Bull Mix,Black/White,Intact Male,0,0
Labrador Retriever,Chocolate,Intact Male,2,0
Australian Shepherd/Labrador Retriever,White/Brown,Intact Male,0,0
Queensland Heeler,Blue Merle,Intact Male,13,0
Pit Bull Mix,White/Tan,Neutered Male,1,1
Pit Bull Mix,Brown Brindle,Intact Female,1,0
Australian Cattle Dog Mix,Black/White,Neutered Male,3,1
Chihuahua Shorthair Mix,Chocolate/Tan,Neutered Male,1,1
Labrador Retriever/Australian Shepherd,White,Intact Male,2,0
Chihuahua Shorthair,White/Tricolor,Spayed Female,0,1
Lhasa Apso Mix,White,Intact Male,2,0
Labrador Retriever Mix,White/Brown Brindle,Spayed Female,0,1
Labrador Retriever Mix,Black/Brown,Intact Female,5,0
Dachshund/Pit Bull,Brown Brindle,Intact Female,0,0
Labrador Retriever Mix,Chocolate,Spayed Female,0,1
Chihuahua Shorthair Mix,Tricolor,Neutered Male,0,1
Beagle Mix,White/Brown,Spayed Female,5,1
Labrador Retriever/Doberman Pinsch,Black,Neutered Male,0,1
Australian Cattle Dog,Tan/White,Intact Female,0,0
German Shepherd Mix,Tan/White,Neutered Male,0,0
Bulldog Mix,Brown,Intact Male,1,0
Chihuahua Shorthair Mix,Tan,Neutered Male,5,1
Chihuahua Shorthair,Cream/White,Intact Female,0,0
Pit Bull Mix,White/Brown Brindle,Neutered Male,0,0
Border Collie Mix,Black/White,Intact Female,0,0
Miniature Schnauzer,Black/Gray,Neutered Male,8,1
Pit Bull Mix,Blue/White,Neutered Male,5,0
Australian Kelpie Mix,Black/White,Neutered Male,1,0
American Staffordshire Terrier Mix,Black/White,Neutered Male,3,0
German Shepherd,Black/Tan,Intact Female,2,0
Labrador Retriever Mix,Black/White,Neutered Male,4,0
Norwegian Elkhound/Alaskan Husky,Tan/Black,Neutered Male,2,1
Pit Bull Mix,Brown Brindle/White,Spayed Female,1,1
Yorkshire Terrier Mix,Black,Neutered Male,12,0
Cocker Spaniel Mix,Black,Intact Male,12,0
American Pit Bull Terrier Mix,Brown/White,Spayed Female,0,1
Pointer,White/Brown,Spayed Female,2,1
Labrador Retriever Mix,Black,Spayed Female,0,1
Soft Coated Wheaten Terrier Mix,Tan/White,Intact Female,1,0
Black Mouth Cur Mix,Brown,Neutered Male,0,1
Pit Bull Mix,Brown Brindle,Spayed Female,1,1
Pomeranian Mix,Brown,Neutered Male,0,1
German Shepherd Mix,Black,Neutered Male,1,1
German Shepherd/Alaskan Husky,Tan/Black,Neutered Male,1,1
Belgian Malinois Mix,Tricolor,Neutered Male,8,0
Border Collie/Great Pyrenees,White/Black,Neutered Male,1,1
Great Pyrenees Mix,White,Spayed Female,5,1
German Shepherd Mix,White,Neutered Male,3,1
Great Pyrenees Mix,White/Red,Neutered Male,0,1
German Shepherd,Brown/Black,Neutered Male,0,1
Pit Bull Mix,Red/White,Spayed Female,1,1
Australian Cattle Dog Mix,Blue Tick,Neutered Male,1,1
Pit Bull Mix,Brown Brindle,Spayed Female,2,1
Labrador Retriever Mix,Black,Intact Male,0,0
Black Mouth Cur/Catahoula,Fawn/Black,Spayed Female,0,1
Chihuahua Shorthair Mix,Red/White,Neutered Male,1,1
Labrador Retriever/Doberman Pinsch,Chocolate/Tricolor,Spayed Female,0,1
Cairn Terrier Mix,Tan,Neutered Male,1,1
Labrador Retriever/Border Collie,Black/White,Neutered Male,1,1
Anatol Shepherd/Great Pyrenees,Tan/White,Neutered Male,0,1
Pit Bull,White,Neutered Male,1,1
Chihuahua Longhair Mix,Black,Spayed Female,0,1
Chihuahua Shorthair/Parson Russell Terrier,Brown/White,Neutered Male,2,1
Leonberger Mix,Tan/White,Intact Male,0,0
Pit Bull Mix,Brown/White,Intact Female,1,0
Pit Bull Mix,Black/White,Spayed Female,3,0
Chihuahua Shorthair Mix,Brown,Neutered Male,0,1
Chihuahua Shorthair Mix,Tan,Intact Female,0,0
Carolina Dog Mix,Brown/White,Spayed Female,0,1
Chihuahua Shorthair Mix,Tan,Neutered Male,2,1
Labrador Retriever,Black/Red,Neutered Male,1,1
Labrador Retriever Mix,Black/White,Neutered Male,2,1
Pit Bull Mix,White/Black,Spayed Female,2,1
German Shepherd/Golden Retriever,Brown/Black,Spayed Female,2,1
Rat Terrier/Chihuahua Shorthair,White/Chocolate,Neutered Male,3,1
Pit Bull Mix,Fawn/White,Neutered Male,0,1
Australian Cattle Dog Mix,Tan/White,Spayed Female,0,1
Jack Russell Terrier Mix,Tricolor/Black,Neutered Male,2,1
Chihuahua Shorthair Mix,Tan,Neutered Male,0,1
Shih Tzu Mix,White/Black,Intact Female,0,0
Blue Lacy Mix,Fawn,Neutered Male,0,1
Basset Hound Mix,Tricolor,Spayed Female,8,0
Chow Chow Mix,Tan,Spayed Female,5,0
Labrador Retriever Mix,Black,Intact Female,0,0
Manchester Terrier Mix,Black/Brown,Intact Male,0,0
Pit Bull Mix,White,Spayed Female,2,1
Australian Shepherd,Brown/White,Spayed Female,1,1
Labrador Retriever Mix,Black/White,Intact Female,2,0
Boxer/Miniature Poodle,Tan/White,Spayed Female,1,1
Australian Cattle Dog Mix,Tricolor/White,Neutered Male,0,0
Pit Bull,Brown Brindle/White,Neutered Male,1,1
Chihuahua Shorthair Mix,White/Brown,Intact Male,6,0
Chihuahua Shorthair Mix,Black/Brown Brindle,Spayed Female,3,0
Miniature Poodle Mix,White,Neutered Male,5,0
Chihuahua Shorthair Mix,Tricolor,Neutered Male,8,1
Boston Terrier Mix,Brown Brindle/White,Spayed Female,1,0
Anatol Shepherd,Tan,Spayed Female,0,0
Basset Hound,Tan,Neutered Male,6,1
Chihuahua Shorthair Mix,Tan,Spayed Female,3,1
West Highland Mix,White,Intact Male,2,1
Border Collie/Labrador Retriever,Chocolate/White,Intact Female,2,0
Yorkshire Terrier,Tan/Black,Spayed Female,3,0
Italian Greyhound Mix,Tricolor,Spayed Female,7,0
Chihuahua Shorthair/Jack Russell Terrier,White,Intact Male,0,0
Labrador Retriever,Black/White,Intact Male,0,0
Blue Lacy Mix,Blue/White,Neutered Male,2,1
Pit Bull Mix,Red/White,Neutered Male,3,0
Pit Bull Mix,Brown/White,Intact Male,0,0
Labrador Retriever Mix,Black/White,Neutered Male,1,1
Chihuahua Shorthair Mix,Blue/Blue,Intact Male,0,0
Labrador Retriever Mix,White/Black,Intact Female,0,1
Australian Cattle Dog Mix,White/Chocolate,Neutered Male,0,1
Maltese Mix,White,Spayed Female,10,1
Staffordshire,White/Tan,Spayed Female,4,1
German Shepherd,Cream/White,Intact Female,0,1
Collie Smooth Mix,Tan/Fawn,Spayed Female,0,1
Chihuahua Shorthair Mix,Brown/White,Spayed Female,5,0
Australian Cattle Dog Mix,Sable/White,Neutered Male,2,1
Labrador Retriever Mix,Brown/White,Spayed Female,0,1
Border Collie Mix,Black/White,Neutered Male,11,1
Chihuahua Shorthair Mix,Black/Brown,Neutered Male,2,1
Collie Rough Mix,Tan/White,Spayed Female,2,1
Jack Russell Terrier,White/Brown,Intact Male,7,0
Pit Bull Mix,Blue/White,Unknown,0,0
Australian Shepherd Mix,Tricolor,Intact Female,0,0
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Siberian Husky,Black/Gray,Spayed Female,1,1
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Labrador Retriever Mix,Black,Intact Male,0,0
Labrador Retriever Mix,White/Black,Intact Male,0,0
Pit Bull Mix,Blue/White,Neutered Male,2,1
Bruss Griffon Mix,Brown Brindle/White,Neutered Male,2,1
Jack Russell Terrier Mix,White/Tan,Neutered Male,1,1
Pit Bull Mix,Red/White,Intact Male,2,0
Dachshund Mix,Brown Merle/White,Spayed Female,2,1
Pit Bull Mix,Brown Brindle/White,Spayed Female,2,1
Australian Cattle Dog Mix,Blue Merle/Brown,Neutered Male,0,1
Australian Cattle Dog/German Shepherd,Black/Tan,Neutered Male,0,1
Dachshund Mix,Black/Tan,Spayed Female,0,1
Dachshund Mix,Blue Merle/Tan,Neutered Male,0,1
Labrador Retriever Mix,Black/White,Neutered Male,1,1
Anatol Shepherd Mix,Brown/Tricolor,Neutered Male,0,0
Wire Hair Fox Terrier/Chihuahua Shorthair,White/Black,Neutered Male,2,1
Miniature Schnauzer Mix,White,Neutered Male,7,1
Anatol Shepherd Mix,White/Brown,Neutered Male,4,1
Labrador Retriever Mix,Black/White,Spayed Female,0,1
Anatol Shepherd Mix,Brown/White,Spayed Female,1,0
Labrador Retriever/Cocker Spaniel,Gold/White,Spayed Female,0,1
Mexican Hairless Mix,Black,Neutered Male,3,0
Chihuahua Shorthair/Jack Russell Terrier,Tricolor,Spayed Female,4,1
Beagle Mix,Black/White,Neutered Male,3,1
Labrador Retriever,Chocolate,Intact Male,3,0
Labrador Retriever Mix,Black/White,Spayed Female,0,1
American Staffordshire Terrier Mix,Blue/White,Neutered Male,2,1
Chihuahua Shorthair Mix,Tan/White,Neutered Male,0,1
Staffordshire Mix,Chocolate/White,Spayed Female,3,1
Chihuahua Longhair Mix,Brown/White,Intact Male,3,0
Dachshund/Labrador Retriever,Brown,Spayed Female,2,1
Rottweiler,Black/Tan,Intact Female,0,1
Shiba Inu,Brown/White,Spayed Female,12,1
German Shepherd Mix,Black/Tan,Spayed Female,0,1
Dachshund Wirehair Mix,Sable/White,Spayed Female,8,1
Jack Russell Terrier,White/Tan,Neutered Male,5,1
Catahoula Mix,Red/Tan,Neutered Male,1,1
Chihuahua Shorthair,Liver/Tan,Spayed Female,2,0
Rhod Ridgeback,Brown/White,Neutered Male,1,1
Chihuahua Shorthair Mix,Brown,Neutered Male,6,1
Bullmastiff Mix,Tan/Black,Neutered Male,0,1
Pit Bull Mix,Blue/White,Neutered Male,4,1
Golden Retriever/Great Pyrenees,Cream,Spayed Female,2,0
Pit Bull Mix,Blue/White,Neutered Male,1,1
Pit Bull,White/Brown,Neutered Male,0,1
Chihuahua Longhair Mix,White,Intact Male,3,0
Chihuahua Shorthair Mix,Tan,Neutered Male,1,1
Australian Cattle Dog Mix,Red Tick,Neutered Male,1,1
English Pointer Mix,White/Black,Spayed Female,1,1
Yorkshire Terrier Mix,White,Intact Female,0,0
Shih Tzu Mix,White/Gray,Spayed Female,8,0
German Shepherd Mix,Black/Tan,Neutered Male,0,1
Chihuahua Shorthair Mix,Tan,Neutered Male,1,1
Labrador Retriever Mix,Black/Brown Brindle,Neutered Male,0,1
Australian Cattle Dog Mix,White/Brown,Neutered Male,1,1
Chihuahua Shorthair Mix,Brown/White,Neutered Male,12,1
Chihuahua Shorthair Mix,Black/Brown,Spayed Female,5,0
Labrador Retriever,Black,Neutered Male,5,1
Pit Bull/Rat Terrier,White/Black,Spayed Female,6,1
American Pit Bull Terrier Mix,Tan/White,Spayed Female,1,1
German Shepherd Mix,Brown/Black,Spayed Female,0,0
Australian Cattle Dog Mix,Brown/White,Spayed Female,0,1
Mastiff Mix,Brown Brindle/White,Intact Male,0,0
Collie Smooth Mix,Black/White,Spayed Female,0,1
Chihuahua Shorthair Mix,Brown,Intact Female,0,0
German Shepherd Mix,Red/Brown,Spayed Female,1,1
Pit Bull Mix,Chocolate/White,Neutered Male,0,0
Vizsla/Golden Retriever,Red/Black,Spayed Female,0,1
Chihuahua Shorthair/Pomeranian,Black/Tan,Intact Female,0,0
Pit Bull,White,Spayed Female,1,1
Boxer Mix,White/Brown Brindle,Intact Male,1,0
Chihuahua Shorthair Mix,Tan/White,Spayed Female,0,1
Pit Bull Mix,Brown,Intact Female,6,0
Pug Mix,Brown,Neutered Male,1,1
Pit Bull Mix,Brown/White,Intact Male,0,0
Pit Bull Mix,Sable/White,Neutered Male,2,0
German Shepherd Mix,Tan/Black,Neutered Male,0,1
Soft Coated Wheaten Terrier Mix,Brown,Neutered Male,0,1
Beagle/Dachshund,Brown/White,Neutered Male,2,1
Belgian Malinois Mix,Brown/Black,Spayed Female,6,0
American Bulldog Mix,Blue/White,Neutered Male,2,1
Australian Shepherd Mix,Black/White,Intact Male,0,0
Chihuahua Shorthair Mix,White,Neutered Male,3,0
German Shepherd Mix,White,Spayed Female,2,0
Chihuahua Longhair Mix,Black/Tan,Intact Female,0,0
American Pit Bull Terrier Mix,Fawn/White,Neutered Male,3,0
Australian Cattle Dog Mix,White/Black,Spayed Female,2,1
Dachshund/Beagle,Brown/White,Neutered Male,0,1
Chihuahua Shorthair Mix,Chocolate/Tan,Spayed Female,0,1
Australian Cattle Dog Mix,Blue Merle,Unknown,8,0
Dachshund/Chihuahua Shorthair,Black/White,Neutered Male,0,1
Dachshund Wirehair/Chihuahua Shorthair,Black/Brown,Spayed Female,10,0
Staffordshire Mix,White/Chocolate,Spayed Female,1,1
Pit Bull Mix,Brown Brindle/Black,Neutered Male,1,0
Pit Bull Mix,Brown/Black,Spayed Female,0,1
Border Collie/Australian Shepherd,Black/White,Intact Male,0,0
Catahoula Mix,Red/White,Spayed Female,0,1
Australian Cattle Dog,Brown/Tricolor,Spayed Female,0,0
Lhasa Apso Mix,White/Black,Spayed Female,2,1
Great Pyrenees/Anatol Shepherd,White/Brown,Intact Male,0,0
Australian Cattle Dog Mix,Black/Gray,Neutered Male,1,1
Labrador Retriever/English Foxhound,Brown/White,Intact Male,1,0
Labrador Retriever Mix,Black,Spayed Female,5,1
Labrador Retriever/Chinese Sharpei,White/Brown,Spayed Female,1,0
Rottweiler,Black/Tan,Neutered Male,2,0
Queensland Heeler Mix,Blue Tick,Intact Male,0,0
Labrador Retriever Mix,Tan,Neutered Male,0,1
German Shepherd Mix,Tan,Neutered Male,0,1
Pit Bull Mix,Brown Brindle/White,Neutered Male,2,0
Labrador Retriever Mix,Yellow,Spayed Female,1,1
Pit Bull Mix,Brown/White,Neutered Male,3,1
Pit Bull Mix,Brown Brindle/White,Spayed Female,2,1
Border Terrier Mix,Black,Neutered Male,1,0
Black Mouth Cur Mix,Tan/Black,Intact Male,0,0
Labrador Retriever/Pit Bull,Black/White,Neutered Male,0,1
German Shepherd Mix,Black/Tan,Spayed Female,0,1
Chinese Sharpei Mix,Red/Cream,Neutered Male,1,1
Labrador Retriever Mix,Tan,Spayed Female,1,1
Shih Tzu Mix,White/Brown,Spayed Female,1,0
Labrador Retriever Mix,White/Tan,Spayed Female,1,0
Queensland Heeler Mix,Brown Brindle/Red Tick,Neutered Male,3,1
Rottweiler Mix,Black/Brown,Neutered Male,2,1
Shih Tzu Mix,White,Neutered Male,10,1
Chihuahua Shorthair Mix,Red,Neutered Male,2,1
Maltese,Black,Spayed Female,2,0
Chihuahua Shorthair Mix,White/Brown,Neutered Male,1,1
German Shepherd Mix,Tan/Black,Neutered Male,2,1
Boxer/Labrador Retriever,Black/Brown,Spayed Female,5,1
Carolina Dog Mix,Gray/White,Spayed Female,2,0
Chihuahua Shorthair Mix,Brown Brindle/White,Neutered Male,2,1
Chihuahua Shorthair,Black/Tan,Neutered Male,2,0
Labrador Retriever Mix,Tan/White,Neutered Male,2,0
Border Collie/Great Pyrenees,Tan/White,Neutered Male,2,1
Chihuahua Shorthair,Tan,Neutered Male,10,1
Labrador Retriever Mix,Brown,Intact Male,1,0
German Shepherd/Pit Bull,Brown,Spayed Female,0,1
Pit Bull Mix,Black/White,Intact Female,3,0
German Shepherd Mix,Brown/Tan,Spayed Female,0,1
Pointer Mix,Black/White,Neutered Male,0,1
